user_id,browser,program,hrs_per_week
63543788,Opera,binge,6.21
53947802,IE,drip,3.76
14418080,Safari,binge,7.03
15163376,Chrome,binge,4.82
81228052,Chrome,binge,5.77
25977867,IE,drip,5.32
79116196,Firefox,drip,1.56
8770631,Safari,binge,5.36
63661250,Chrome,binge,4.46
93588161,Firefox,drip,5.37
10287888,IE,drip,3.8
45066824,Chrome,drip,4.07
63943179,Chrome,drip,4.92
1252351,IE,binge,4.05
31487435,Firefox,drip,4.31
29632470,Chrome,drip,7.68
62418464,IE,binge,3.4
20691999,Chrome,drip,0.31
81008427,IE,drip,8.77
47941635,Firefox,binge,0.7
97468865,Chrome,drip,4.88
1746657,Chrome,drip,4.63
19387602,IE,binge,7.59
59069802,Chrome,binge,0.66
40478532,Chrome,drip,0.88
23605872,IE,drip,5.96
16989201,IE,binge,7.67
61392160,Chrome,drip,5.36
90936046,IE,binge,4.43
55993812,IE,drip,0.98
55659015,Safari,drip,6.26
54828524,Chrome,drip,5.75
73077708,Safari,binge,3.08
64037949,Firefox,binge,4.39
99260955,Opera,binge,4.48
87546124,Chrome,binge,4.66
8826274,Chrome,binge,4.86
6483362,Safari,drip,4.82
8810469,Chrome,drip,5.61
8787720,Chrome,drip,4.54
1040502,Chrome,drip,4.76
59068966,Chrome,drip,6.58
53863790,Chrome,binge,3.22
65239318,Firefox,binge,3.08
6868797,Safari,binge,1.1
90622121,IE,binge,8.91
3467172,Chrome,drip,4.8
42244533,Chrome,binge,4.72
44810385,Firefox,drip,2.49
8613391,IE,drip,2.99
35015845,Chrome,drip,6.9
59463190,Firefox,drip,8.37
74605877,Chrome,binge,3.96
98921820,Chrome,binge,2.91
94545916,IE,binge,5.9
7568669,Chrome,binge,5.53
13242009,Chrome,binge,6.93
89249475,Chrome,binge,2.06
28934647,Chrome,drip,3.44
12717595,Chrome,drip,2.51
8605284,Chrome,drip,3.27
51632341,IE,drip,3.27
14152531,IE,binge,2.54
79355331,Chrome,drip,4.46
79491083,Firefox,binge,0.43
76550963,Chrome,binge,4.53
6841506,IE,drip,3.84
73076809,Chrome,drip,8.08
87352712,Chrome,drip,3.92
90087972,Chrome,binge,1.43
70388056,Chrome,drip,4.88
8055682,Chrome,binge,1.97
83504742,Chrome,drip,6.36
30403638,Firefox,drip,5.75
75519897,Opera,binge,2.96
87326204,IE,binge,1.53
29089478,Safari,binge,4.44
17687090,IE,drip,7.29
91297734,Firefox,binge,4.49
18389047,IE,drip,2.81
36602911,Chrome,binge,5.57
80066639,IE,binge,6.39
38279040,Firefox,drip,4.93
62832788,IE,drip,3.68
72483303,Chrome,drip,3.13
51055321,IE,drip,5.88
97291606,IE,binge,5.9
2012173,Chrome,drip,3.98
53696798,Safari,binge,6.57
82675191,Chrome,binge,4.33
84530581,Firefox,drip,5.37
27329320,Chrome,drip,3.0
5502344,Chrome,binge,1.42
95607402,Firefox,binge,3.87
41965838,Firefox,drip,2.67
79068100,Chrome,drip,6.75
32379399,IE,binge,3.35
9732003,Firefox,binge,3.68
96594865,IE,drip,6.46
48242370,Firefox,drip,4.33
14166778,Safari,drip,3.73
20338865,Chrome,binge,5.4
9790551,IE,binge,5.74
3939460,Firefox,binge,11.99
287,IE,binge,2.44
1294068,IE,binge,2.39
58853034,Safari,binge,7.61
32707580,Chrome,drip,6.76
46792752,Firefox,binge,9.57
46029798,Chrome,binge,1.48
70653526,IE,binge,7.6
29546373,Chrome,drip,6.3
604176,Safari,binge,1.45
89459251,Firefox,drip,4.97
7912157,IE,drip,4.93
90889463,Chrome,drip,4.35
88987527,Chrome,binge,5.52
5439916,Safari,drip,1.58
85679860,Chrome,drip,3.33
32340765,Firefox,drip,5.76
42911445,Safari,binge,3.96
11770783,IE,drip,7.93
9452166,IE,binge,4.6
10173064,Chrome,binge,2.84
84281992,Chrome,binge,0.31
74190479,Chrome,binge,2.56
26861233,Safari,drip,6.06
36022036,Firefox,binge,12.05
45036788,Chrome,binge,5.59
69735722,Opera,binge,4.79
85056617,Firefox,drip,2.66
44035003,IE,drip,0.31
25120519,Safari,binge,8.73
76040795,IE,binge,1.61
63860705,IE,drip,1.92
45791515,Chrome,drip,4.53
17139144,Chrome,drip,12.62
56771279,IE,binge,3.38
52177452,IE,drip,8.28
83996384,Chrome,drip,4.78
6960391,Firefox,drip,1.08
91946011,Chrome,binge,5.39
47545653,Chrome,binge,1.03
55863780,Firefox,drip,6.86
42762904,Firefox,drip,2.75
89950478,Chrome,drip,6.81
20694557,Chrome,drip,1.41
52229787,Chrome,binge,9.83
15822852,Safari,binge,3.2
53366550,Chrome,binge,8.82
93120802,Safari,binge,6.6
29549266,Chrome,drip,5.74
60728994,Safari,drip,1.46
53058576,Safari,binge,1.48
88029578,Chrome,binge,6.27
47625416,Safari,drip,5.63
41485268,IE,drip,6.23
49043130,Chrome,drip,5.59
43678543,IE,binge,4.13
96277795,Chrome,drip,4.02
59220787,Chrome,binge,3.54
9544082,Chrome,binge,7.36
69270575,Chrome,binge,5.2
11560533,Firefox,drip,5.11
79120617,Safari,drip,3.64
53417842,Chrome,binge,0.4
46870547,Chrome,drip,4.86
38461275,Chrome,binge,2.06
45541204,Chrome,binge,3.74
46929227,Firefox,binge,9.93
10300034,Chrome,drip,5.1
47738934,Chrome,binge,6.12
2922691,Firefox,drip,4.44
91195620,IE,drip,6.52
34109901,IE,binge,3.47
56508407,Chrome,binge,8.61
15085096,IE,drip,2.67
59546636,IE,drip,0.31
16303486,IE,binge,4.85
35044072,Chrome,drip,2.32
8254869,IE,drip,1.07
52758477,IE,drip,4.0
45032324,Chrome,binge,6.19
51108056,Firefox,binge,1.17
68282358,Safari,drip,3.34
99910983,Chrome,binge,1.76
6418718,Chrome,binge,3.23
37279613,Chrome,binge,2.86
1493999,Chrome,drip,6.88
14952725,Chrome,binge,4.51
24201107,Chrome,binge,6.35
79863937,Chrome,binge,1.71
2498699,IE,drip,4.59
609808,Safari,binge,7.88
9442586,Opera,drip,0.0
14483066,Firefox,drip,4.72
37091489,Chrome,drip,1.15
77969184,IE,binge,2.12
32995580,Chrome,binge,1.72
24190709,Chrome,drip,5.73
91663270,Chrome,drip,6.36
43381734,Firefox,drip,3.19
27840973,Chrome,drip,4.2
41817174,Chrome,drip,3.76
69662725,Firefox,drip,5.87
43514893,IE,binge,0.15
76447593,Chrome,binge,8.63
56346445,IE,binge,7.77
42937071,Chrome,drip,0.17
57248612,IE,binge,0.46
17885513,Firefox,drip,2.0
96719170,Firefox,drip,2.94
44996430,Chrome,drip,3.68
64379029,Chrome,binge,4.22
94632580,Firefox,drip,2.79
42662182,Safari,binge,7.8
94371669,Firefox,binge,4.98
12545165,Chrome,drip,6.75
97599822,Firefox,drip,3.06
35816062,IE,drip,5.5
45063993,Chrome,binge,1.37
76736140,Safari,binge,4.93
43937307,Safari,binge,9.31
29024208,Opera,binge,8.6
12028344,Chrome,drip,5.69
79818995,Chrome,binge,2.96
5953608,Chrome,binge,6.12
76764104,Chrome,drip,1.26
74471739,Chrome,drip,2.29
99562975,Chrome,binge,2.46
60038597,Firefox,binge,0.32
62563434,IE,binge,4.41
80994599,Chrome,binge,5.34
89007909,Chrome,drip,5.18
59791212,Chrome,binge,5.52
81540175,Firefox,binge,9.54
89909329,Safari,binge,4.74
28524920,Firefox,binge,0.08
92696561,Firefox,binge,9.07
45871460,IE,binge,3.32
3987593,IE,binge,4.36
10922768,Safari,binge,6.66
29877268,IE,binge,6.26
23147053,IE,drip,7.07
14573980,IE,drip,2.77
6131866,Chrome,binge,4.36
57449518,IE,drip,2.55
1907388,Safari,binge,1.52
5718942,Safari,binge,5.85
59990065,IE,drip,10.51
54187129,Chrome,drip,8.38
24284595,Chrome,binge,3.36
28184197,Firefox,binge,7.45
60103286,IE,drip,4.57
91558032,Safari,binge,7.75
49432365,Firefox,binge,3.51
11784782,Firefox,binge,4.31
87727311,Safari,binge,4.4
99747519,IE,binge,10.19
11670414,IE,binge,8.8
52919234,Chrome,binge,1.56
94748447,Chrome,drip,2.54
42249236,Chrome,drip,7.54
30144279,Firefox,binge,3.31
94838713,Opera,drip,0.0
71102486,IE,drip,5.24
56363644,IE,drip,4.64
36782827,Chrome,binge,5.35
98653682,Firefox,binge,5.4
14885495,IE,binge,9.5
13692651,Safari,binge,6.35
96356604,Opera,drip,0.0
59473518,Chrome,drip,6.14
75790681,Firefox,binge,7.67
88377237,Chrome,binge,4.08
94372521,Safari,binge,4.37
59834583,Chrome,binge,10.45
71042841,Chrome,binge,3.03
73162602,IE,drip,3.84
2236041,Chrome,binge,2.1
64649376,IE,binge,4.48
46930881,Firefox,drip,9.48
79805992,Chrome,binge,4.82
97687055,Firefox,drip,1.23
33898396,Firefox,binge,3.51
79221619,Chrome,binge,7.94
75047868,IE,drip,6.33
66992945,Firefox,drip,7.48
84100041,Chrome,drip,5.58
86407339,IE,binge,8.28
34765383,Chrome,binge,3.75
95059052,Chrome,binge,6.97
44255857,IE,binge,8.88
91230385,Chrome,binge,3.64
84729975,Chrome,binge,2.23
37342349,IE,drip,4.42
19916800,Firefox,drip,6.19
64978514,Chrome,binge,4.85
70294569,IE,binge,1.43
80362017,IE,binge,3.5
60642169,IE,drip,1.13
64529355,IE,binge,6.81
44266477,Firefox,drip,7.77
87753125,Firefox,drip,2.27
10907636,IE,binge,14.66
92717251,Chrome,binge,4.27
8033473,Chrome,drip,6.26
82874715,Chrome,binge,0.17
87475491,Chrome,drip,3.74
49359196,Chrome,binge,2.62
71817891,IE,binge,2.62
35229044,Safari,drip,6.91
50767365,Firefox,binge,0.36
99935426,Chrome,binge,8.37
68100883,Firefox,binge,6.4
32979713,Chrome,drip,6.48
23302833,Chrome,drip,4.91
46522341,Firefox,drip,2.22
79238161,Chrome,binge,4.86
54576570,Firefox,drip,1.22
28680163,IE,drip,4.43
62947751,Safari,binge,8.69
73059742,IE,drip,5.79
24507744,IE,binge,4.33
28193186,IE,drip,3.27
35405097,Chrome,drip,4.45
52488137,Chrome,binge,1.06
8342930,Safari,drip,10.57
15881589,Firefox,drip,3.55
4097095,Firefox,binge,2.4
24238260,Safari,drip,3.35
29879248,Chrome,drip,7.07
21098380,Firefox,drip,4.98
46714041,Safari,binge,4.23
9155970,Chrome,drip,5.75
30514518,Firefox,binge,0.89
29601299,Firefox,binge,7.57
63978962,Firefox,binge,6.39
91589906,Chrome,drip,6.95
28298823,Firefox,binge,10.99
48663239,Chrome,binge,3.07
60218240,Chrome,binge,7.05
57204424,Firefox,drip,2.81
28864095,Chrome,binge,1.83
68373586,Chrome,binge,7.48
45444966,IE,drip,6.61
89727565,Chrome,binge,3.14
33169581,Chrome,drip,4.62
71597724,IE,drip,7.57
1905296,Chrome,drip,4.62
51514042,IE,drip,3.63
65773381,IE,binge,7.68
58911763,IE,drip,3.09
34704127,Chrome,drip,6.19
69708360,Chrome,drip,1.84
8192862,Safari,drip,3.09
32912667,IE,binge,2.88
32938350,Chrome,drip,5.77
7309828,Safari,binge,2.18
55648414,Chrome,binge,8.29
97843540,Chrome,binge,3.28
99073070,Chrome,drip,4.07
39872793,IE,binge,5.21
50894059,Chrome,binge,6.29
76228828,Chrome,drip,1.47
46923290,IE,binge,1.76
25603426,Chrome,binge,7.9
58998398,Chrome,binge,8.75
87230348,Firefox,drip,7.57
62448576,Chrome,binge,5.74
35105872,Firefox,drip,5.51
22631715,Chrome,binge,1.05
9132302,Firefox,drip,6.37
70301081,Chrome,binge,4.09
16866978,Safari,drip,2.95
15829920,Chrome,binge,8.55
31713777,Chrome,drip,4.16
75660054,IE,drip,4.71
29690313,Firefox,binge,5.6
71716621,Chrome,drip,4.19
32960585,Chrome,drip,5.29
68192390,IE,drip,3.39
53264545,Chrome,binge,7.08
20822345,Chrome,drip,8.85
20165855,Chrome,binge,2.09
48108283,Safari,drip,4.31
21165929,Safari,binge,1.19
10530687,Chrome,drip,3.23
64594690,IE,binge,3.9
7501070,Chrome,binge,8.55
20159375,Safari,binge,5.2
68220185,Chrome,drip,2.93
69943656,Firefox,drip,8.77
78404311,Chrome,drip,3.38
84572836,Chrome,binge,0.13
4815189,Chrome,drip,6.66
44772925,Chrome,binge,2.56
78310133,IE,drip,4.39
45271535,IE,binge,1.05
13248342,Chrome,binge,6.38
61154890,Firefox,drip,6.62
6972100,Firefox,binge,0.58
34645758,Safari,binge,4.39
52551289,IE,binge,9.77
41971959,IE,binge,5.04
58612443,IE,binge,5.22
14208125,IE,binge,7.16
11947534,Chrome,drip,5.07
72624871,Chrome,drip,0.16
94198498,Firefox,binge,0.41
23729635,IE,drip,1.28
96153488,Chrome,binge,3.29
4530538,Firefox,drip,4.93
88467579,Chrome,binge,5.24
1025665,Firefox,drip,9.93
98447024,Safari,drip,1.51
45224625,Chrome,binge,5.88
92188677,Chrome,drip,4.45
19935793,Chrome,binge,0.91
58098286,Firefox,binge,5.56
67325579,IE,drip,3.95
72941000,IE,drip,6.28
87847772,Chrome,drip,2.34
82481743,Chrome,drip,1.25
55021308,Safari,drip,5.16
24296277,Firefox,drip,6.96
44327331,IE,binge,3.71
31260377,Firefox,binge,4.81
48775187,Firefox,drip,4.61
75443717,Chrome,binge,6.73
49342268,Firefox,drip,5.37
33894779,Safari,drip,5.56
55881439,Firefox,drip,4.7
23969814,Chrome,binge,9.24
16637250,Safari,drip,2.91
45605840,Chrome,binge,1.32
85440525,Chrome,drip,1.02
46535610,Chrome,binge,2.91
29544472,IE,drip,5.41
74868635,Firefox,drip,3.77
96667587,IE,binge,3.93
96046467,Safari,drip,3.97
67344782,Chrome,drip,4.97
58516122,Firefox,binge,3.56
20174884,IE,drip,4.38
77627717,Chrome,drip,5.79
46339485,Chrome,drip,9.18
95018866,Firefox,binge,3.08
73858969,Chrome,binge,8.06
21694612,IE,binge,0.75
64377324,Safari,drip,5.93
19428930,Safari,drip,0.77
23662397,Chrome,binge,2.68
64134313,Safari,binge,8.15
86269935,IE,binge,7.49
69148252,Firefox,binge,4.43
36883782,Chrome,binge,3.49
53796206,Safari,binge,1.92
78369155,Chrome,binge,4.9
45268613,Firefox,drip,3.2
21577505,Chrome,drip,6.53
51307798,IE,binge,4.88
46937911,Safari,binge,0.95
68525877,Chrome,binge,1.0
57858000,Chrome,binge,1.34
17384146,Safari,binge,10.59
46582441,IE,drip,3.84
35312498,IE,binge,7.17
22712251,Chrome,binge,1.28
50784749,Chrome,binge,5.44
12486261,Firefox,drip,2.52
91323774,Chrome,drip,8.49
17939654,Chrome,binge,2.87
45440088,Safari,drip,5.4
61539862,Chrome,binge,3.14
17907853,Chrome,drip,1.49
77936752,Firefox,drip,7.59
10749208,IE,drip,6.85
12474914,IE,drip,4.41
93799275,Chrome,drip,5.84
51703150,Firefox,drip,2.76
34861228,IE,drip,2.63
82696668,Chrome,binge,0.84
47150371,Firefox,binge,3.1
90010578,Firefox,drip,1.31
51612255,Chrome,drip,6.97
48287101,Chrome,binge,4.75
90042419,Chrome,drip,1.79
65441333,Firefox,drip,4.41
43219204,Firefox,drip,3.15
62320462,Safari,drip,1.7
25183874,Firefox,binge,3.37
47536146,Chrome,binge,5.71
36430193,Chrome,drip,5.09
98784562,Chrome,binge,8.26
689129,Safari,binge,4.77
61860558,IE,drip,1.84
43229976,Chrome,binge,6.38
80676024,Chrome,drip,3.05
26755891,Chrome,drip,7.21
23624301,Safari,drip,4.97
50220106,Chrome,drip,3.48
68416267,IE,binge,0.6
60157980,Safari,drip,4.98
98065402,Chrome,binge,4.93
10879123,Chrome,drip,4.1
62637755,IE,binge,12.44
31647765,Firefox,binge,0.47
54122658,Firefox,drip,5.13
44850459,IE,binge,4.61
68884106,Firefox,binge,6.03
40238526,Opera,binge,1.5
11261062,Firefox,binge,4.66
17875399,Chrome,drip,8.45
64093338,Firefox,drip,2.36
9959477,Safari,drip,4.1
96495119,Chrome,drip,2.26
91924101,Chrome,binge,9.09
84005854,Firefox,drip,5.42
91265882,Chrome,drip,1.87
57971464,Chrome,binge,1.2
60499804,Firefox,drip,4.38
26870645,Chrome,binge,9.57
26565761,Firefox,binge,1.45
97576444,Firefox,drip,2.39
51912807,IE,binge,11.45
7843169,IE,binge,0.54
56161138,Chrome,binge,7.09
94595200,Chrome,drip,4.46
72173821,Chrome,drip,0.54
95640861,IE,drip,1.99
41294547,IE,drip,2.85
3577146,IE,binge,6.71
47185889,Chrome,binge,3.01
13561992,Chrome,drip,3.86
45836203,Chrome,binge,8.27
63798824,Firefox,binge,5.07
38088993,Chrome,binge,9.74
6307104,IE,drip,6.87
14287136,Safari,binge,6.84
54194812,Chrome,drip,2.68
22034499,Chrome,binge,7.21
30420939,Chrome,binge,4.59
89348126,IE,drip,1.79
82295211,Chrome,drip,4.23
60534959,Chrome,binge,2.98
25433515,Chrome,drip,4.2
49788563,Safari,drip,3.44
61184651,IE,binge,4.01
61144650,Chrome,drip,1.87
79913771,Firefox,binge,6.99
86222349,Firefox,binge,6.05
23370210,Chrome,binge,7.75
76769754,Chrome,drip,4.37
86657768,Firefox,binge,3.88
16654947,Chrome,drip,5.19
90462696,Firefox,binge,3.16
26232826,Chrome,binge,4.31
7898769,Chrome,binge,2.5
80907847,Chrome,drip,6.34
79231356,Chrome,binge,7.35
21807349,Firefox,drip,2.22
52777712,IE,binge,6.27
22769489,Chrome,binge,4.38
40249402,Safari,drip,4.22
70555851,Chrome,binge,5.83
46603654,IE,binge,9.1
493341,Chrome,binge,6.74
51383465,IE,drip,4.67
79139444,IE,binge,3.14
26625426,IE,binge,0.22
50791824,Safari,binge,1.09
26797659,Safari,binge,10.03
66482255,Firefox,drip,5.83
90196975,Firefox,drip,1.2
48656480,Chrome,drip,5.7
83903150,IE,drip,2.71
65939184,IE,binge,2.4
81145380,Chrome,drip,6.97
85112522,Firefox,binge,8.3
6650233,Chrome,drip,3.25
62413163,Firefox,drip,3.73
93314950,Chrome,drip,5.18
15600625,IE,drip,5.51
63844285,Chrome,binge,3.3
21816470,Firefox,binge,2.11
95073655,Chrome,drip,4.17
64710671,IE,drip,4.64
72910314,Firefox,drip,4.09
14592462,Firefox,binge,6.04
80865594,IE,drip,4.81
10864271,IE,drip,5.98
29219690,Chrome,drip,3.12
2683212,IE,drip,4.54
69610782,Chrome,drip,2.85
14991365,Chrome,drip,8.53
48345422,Firefox,drip,10.55
75427947,Chrome,drip,6.73
68751361,Chrome,binge,6.11
97901959,IE,drip,2.22
27863926,Chrome,binge,6.09
7273731,Chrome,drip,4.1
70540170,IE,binge,1.53
43434435,Firefox,binge,5.12
64547666,Chrome,binge,8.78
63855150,Firefox,binge,3.72
37843591,Chrome,binge,1.62
49731188,Chrome,drip,4.93
99534401,IE,binge,11.66
94338171,Firefox,drip,0.99
85704846,Firefox,drip,8.03
85614010,Chrome,drip,4.81
35751137,Safari,drip,6.08
61740708,Chrome,drip,1.3
13215024,Firefox,binge,4.97
67018305,Firefox,binge,7.14
6534176,Chrome,binge,4.06
59903422,Chrome,binge,5.64
72675429,Chrome,drip,2.31
99495587,Chrome,binge,10.31
33909262,Chrome,drip,3.75
16981548,Chrome,binge,3.1
96425927,Chrome,drip,0.74
90706645,IE,drip,11.0
51222984,Chrome,drip,0.07
42934247,IE,drip,5.45
67455955,Chrome,drip,5.34
90175598,Safari,drip,7.91
36529503,IE,drip,3.17
32126926,IE,binge,6.65
83603372,Chrome,binge,7.94
4663197,Chrome,binge,8.13
39250419,Firefox,drip,9.52
96270672,Opera,drip,0.0
96244456,Chrome,drip,6.28
24933741,IE,drip,6.65
58300496,Safari,binge,0.16
42499725,Chrome,drip,2.15
16929924,Chrome,drip,1.67
81842523,Firefox,binge,1.41
78243127,Chrome,binge,4.92
91360790,Chrome,drip,1.7
25636237,Firefox,binge,7.12
99338121,Safari,drip,2.02
62568158,Firefox,drip,0.73
52943571,IE,binge,7.92
74114541,Firefox,drip,3.2
47903108,Chrome,binge,6.73
84443688,Firefox,binge,0.27
55658638,IE,drip,4.55
2407540,Chrome,binge,8.49
51371882,Firefox,drip,6.11
75586497,IE,binge,2.23
26014795,Chrome,drip,8.43
56154440,Chrome,binge,1.79
2344818,Chrome,drip,4.42
47940687,Firefox,binge,6.76
70521869,IE,drip,3.53
45076322,Chrome,drip,4.75
97189539,Firefox,binge,9.08
64416547,Chrome,drip,6.49
26357924,Chrome,drip,5.77
65411564,IE,drip,3.96
38943648,Firefox,drip,5.28
24936858,IE,drip,3.27
80992071,Chrome,drip,5.12
57495795,Chrome,binge,7.18
6764996,Chrome,drip,2.24
48468826,IE,binge,3.96
52722434,Chrome,drip,2.26
93350669,Chrome,binge,0.24
41596417,Chrome,binge,4.7
31570313,Safari,drip,2.96
58647303,IE,binge,2.39
17727230,IE,binge,10.34
57961628,Firefox,drip,2.57
25292881,IE,binge,9.44
8184497,Firefox,drip,1.36
47346746,IE,drip,4.26
62508881,Chrome,drip,4.29
16566443,Chrome,drip,6.96
90751052,IE,binge,1.41
1454511,Safari,drip,3.89
8212790,Safari,drip,5.05
71630371,IE,drip,6.74
43495978,Chrome,drip,1.37
9054249,Firefox,drip,4.29
28484862,Safari,binge,8.06
20591463,Safari,binge,6.56
26914792,IE,drip,2.84
96979031,Safari,drip,6.6
18419240,IE,drip,2.59
49617687,Chrome,drip,3.03
79809713,Opera,drip,0.0
27446825,Firefox,binge,10.06
1430506,Chrome,binge,4.34
93464698,Firefox,drip,3.47
71313017,Chrome,binge,3.67
92201110,Firefox,drip,0.88
63057672,Chrome,binge,7.17
4766563,Firefox,drip,6.92
70944199,Firefox,drip,3.91
31130435,Chrome,binge,0.36
61545111,Chrome,binge,3.29
83683012,Chrome,binge,5.85
92217867,Chrome,drip,6.4
33376324,Chrome,binge,2.66
59350128,Safari,binge,7.6
33937099,Chrome,drip,5.5
64632928,Safari,drip,0.47
67120657,Safari,drip,6.55
28009190,Chrome,drip,2.28
14782806,Chrome,binge,5.46
81254986,Firefox,drip,5.92
55794203,Chrome,binge,8.43
49278961,Chrome,binge,5.96
71380321,Safari,binge,3.27
89085267,Firefox,drip,7.29
8101118,Chrome,drip,4.38
27452973,IE,drip,5.52
88545400,Safari,drip,2.01
62508228,Firefox,binge,2.1
19032740,Chrome,binge,2.98
99988654,IE,binge,7.25
76626592,Chrome,drip,1.85
77878541,Firefox,binge,3.48
45258405,IE,drip,0.67
91729867,Chrome,binge,6.58
27115564,Chrome,binge,3.5
36282041,Safari,binge,7.49
87000477,Chrome,drip,2.73
94804351,Chrome,binge,2.56
66346890,Chrome,drip,2.04
70526546,IE,drip,1.4
20468671,Safari,drip,3.18
86431456,Chrome,drip,2.2
58991696,IE,drip,6.05
42325279,Firefox,binge,5.32
67717848,IE,binge,5.49
86621178,IE,drip,1.88
63219667,IE,binge,7.85
71252619,Firefox,drip,7.06
49415486,IE,binge,0.19
10173839,Firefox,binge,3.04
17683228,Firefox,binge,4.32
6353200,Chrome,binge,4.76
27448124,IE,binge,2.55
18237224,Chrome,binge,8.31
76472389,Chrome,binge,8.11
87544770,Firefox,binge,5.94
87948177,Chrome,binge,0.42
39087407,IE,drip,7.72
74988495,Opera,binge,4.72
62586051,Chrome,binge,5.9
54856030,IE,drip,5.35
12896713,Firefox,binge,5.97
8575373,Opera,binge,0.78
58520859,IE,drip,6.24
17509251,Firefox,binge,10.25
36757273,Safari,binge,4.8
64385305,Safari,binge,7.0
25350515,Safari,binge,5.01
58767217,Chrome,binge,1.43
64933704,Safari,drip,9.72
11912363,IE,drip,7.7
63018352,Chrome,binge,3.78
45520773,Safari,binge,1.64
8188856,Firefox,binge,6.5
36307245,Chrome,binge,4.49
36317802,Chrome,drip,5.75
31366307,Chrome,drip,0.89
716601,Firefox,drip,5.45
35348785,Chrome,binge,2.65
91325109,Chrome,binge,7.23
88664262,Chrome,binge,7.74
77902513,IE,binge,2.05
86554628,Opera,binge,4.9
74492363,IE,drip,6.55
87666680,Firefox,drip,6.78
84596746,Chrome,drip,6.76
5595450,Safari,drip,5.24
13664025,Chrome,drip,5.61
74823617,IE,binge,1.76
21148860,Safari,binge,3.78
85317012,Chrome,binge,4.81
46432625,Safari,binge,8.75
34196782,IE,binge,0.84
96250526,Firefox,binge,2.09
11071682,IE,binge,0.21
99170802,Safari,drip,4.89
69579697,IE,binge,10.13
2813750,IE,binge,3.89
78645893,Safari,binge,4.0
15780511,Firefox,binge,1.82
41579399,Firefox,drip,1.68
2139258,Chrome,drip,5.02
54973878,Chrome,binge,1.54
91441843,Chrome,binge,3.15
9287529,IE,drip,5.97
5812624,Safari,binge,5.76
83317241,Chrome,drip,6.18
52369016,Chrome,drip,4.76
86819539,Safari,binge,4.75
93178842,Opera,binge,1.63
17847012,Firefox,drip,5.29
97867551,IE,drip,5.66
85608431,Safari,binge,9.63
20136799,Chrome,binge,5.04
51684096,Safari,binge,7.37
40634495,Chrome,binge,2.34
45075442,IE,binge,2.85
2435770,Safari,binge,5.69
73919229,Firefox,binge,4.78
79439508,Chrome,drip,3.39
29569134,Chrome,drip,7.26
16564862,Chrome,drip,11.99
61987319,IE,binge,5.85
23667873,Firefox,drip,2.36
85893812,IE,drip,2.29
20710836,IE,drip,3.02
68242446,Chrome,binge,5.96
90904498,Safari,drip,3.29
45772755,Firefox,binge,2.12
10928598,Firefox,drip,6.19
1161359,Chrome,binge,3.2
71905704,Chrome,drip,5.6
3441373,Firefox,drip,4.9
42566184,Chrome,binge,4.35
17335745,IE,binge,9.03
72183865,Safari,drip,7.78
71855989,IE,binge,6.33
59094774,Chrome,drip,3.04
12651187,IE,binge,2.83
80064,Firefox,drip,10.29
74691283,IE,binge,2.86
68936402,Chrome,drip,2.92
28220514,IE,binge,6.36
96499996,IE,binge,3.49
85264139,Chrome,drip,2.96
54167883,IE,binge,3.39
61084903,Chrome,binge,5.39
54678250,Safari,drip,2.69
24346035,Chrome,drip,3.41
91273861,Chrome,binge,6.29
61315090,Safari,binge,4.31
19702073,Firefox,binge,4.55
35861631,IE,binge,0.26
5068447,IE,binge,5.27
68977042,Chrome,binge,8.81
67577330,Chrome,binge,0.37
90020906,Firefox,drip,3.05
99449920,Safari,drip,1.33
77208931,Firefox,binge,4.03
22019715,Chrome,binge,4.04
36224285,IE,drip,2.65
49384576,Chrome,binge,3.23
81114812,Chrome,drip,2.6
56346630,Safari,drip,3.3
84304494,Firefox,drip,2.5
68950336,IE,binge,2.38
65454689,Chrome,binge,0.15
33301489,Firefox,binge,2.84
33039797,Firefox,drip,8.68
20552253,Chrome,drip,4.16
8318506,IE,drip,4.35
98155350,Chrome,drip,3.28
80925114,Chrome,drip,3.64
55747427,IE,drip,4.21
31981293,Firefox,binge,6.74
99583715,IE,drip,6.56
32949985,IE,binge,1.7
12439279,Chrome,binge,6.96
3798936,Safari,binge,9.69
58971148,Chrome,drip,1.96
59038197,Firefox,drip,8.73
74483928,Opera,drip,0.0
15743846,IE,drip,4.77
69153182,Chrome,drip,5.96
65427020,Chrome,binge,4.14
74065559,IE,drip,2.24
30872126,Chrome,drip,5.36
14451777,Chrome,drip,4.8
60461832,IE,drip,5.83
95973589,IE,binge,5.85
87632689,IE,binge,3.56
85497878,Safari,drip,1.61
35807789,Safari,drip,4.84
61599192,Chrome,binge,0.77
17877813,Chrome,binge,6.81
47410902,Chrome,drip,1.02
76169612,IE,binge,8.02
77626276,Chrome,drip,3.51
10985313,Safari,drip,7.92
25125946,Firefox,binge,5.75
24257717,Chrome,drip,4.04
17701580,IE,drip,6.19
90481267,Firefox,drip,2.73
82448814,IE,binge,5.96
87369647,Chrome,drip,9.02
36424453,Chrome,drip,4.8
96879116,Chrome,binge,6.19
24825343,Safari,drip,7.09
56010562,Safari,drip,2.03
69608911,IE,binge,2.13
11668722,Chrome,drip,5.28
67510840,Chrome,binge,3.03
64591747,Chrome,binge,6.6
41525889,Safari,drip,9.93
34729546,IE,drip,9.89
