user_id,registration,country
90913447,2016-01-05,France
49708695,2016-01-05,Germany
99149293,2016-01-07,Italy
84803318,2016-01-08,Italy
84674076,2016-01-05,France
91284771,2016-01-06,Germany
45959012,2016-01-07,France
93217545,2016-01-06,Germany
14969063,2016-01-07,France
18805688,2016-01-06,Germany
85334935,2016-01-07,France
12970600,2016-01-05,France
55750581,2016-01-09,France
37020222,2016-01-08,France
78585082,2016-01-07,Germany
63636538,2016-01-09,France
29507877,2016-01-07,France
96210641,2016-01-06,Germany
18713295,2016-01-07,France
40966460,2016-01-06,France
20444040,2016-01-09,Germany
67858884,2016-01-06,France
93351325,2016-01-09,France
62825419,2016-01-05,Germany
43031865,2016-01-05,France
50433789,2016-01-05,Germany
74899531,2016-01-07,Germany
90063569,2016-01-08,Germany
32740194,2016-01-09,Germany
63623478,2016-01-05,Germany
10069590,2016-01-08,France
68186503,2016-01-06,Germany
12020018,2016-01-06,Germany
20025856,2016-01-08,France
18393292,2016-01-09,Germany
23582509,2016-01-08,Germany
91465536,2016-01-07,Germany
68135098,2016-01-08,Germany
16856221,2016-01-09,Germany
91648441,2016-01-09,Germany
69888405,2016-01-07,Germany
51069343,2016-01-07,Germany
9115398,2016-01-05,France
91001264,2016-01-05,Italy
68333356,2016-01-09,Italy
63323303,2016-01-05,France
20702137,2016-01-09,France
65142947,2016-01-09,France
58039720,2016-01-05,Germany
96008776,2016-01-09,France
96714273,2016-01-06,France
72468301,2016-01-08,Germany
19728559,2016-01-09,Germany
4284910,2016-01-09,Germany
33337953,2016-01-07,Germany
42847286,2016-01-06,France
28215574,2016-01-08,Germany
48274639,2016-01-06,France
34803933,2016-01-06,Germany
90645839,2016-01-07,France
53398564,2016-01-09,France
76088818,2016-01-05,Germany
5142147,2016-01-09,France
68317886,2016-01-09,Germany
16503030,2016-01-05,Germany
97179924,2016-01-06,Germany
25670326,2016-01-05,Germany
36912981,2016-01-07,Germany
5024368,2016-01-06,France
73469729,2016-01-06,Germany
5165273,2016-01-08,Italy
29719600,2016-01-05,France
5704263,2016-01-08,Germany
98293709,2016-01-06,Germany
131646,2016-01-08,Germany
24930667,2016-01-05,Germany
99145017,2016-01-09,Italy
12220416,2016-01-09,Germany
5568927,2016-01-06,France
44260425,2016-01-05,Italy
15418500,2016-01-07,France
90130361,2016-01-07,Germany
15966719,2016-01-07,Germany
76132916,2016-01-06,Germany
40967571,2016-01-08,Germany
9766218,2016-01-07,Germany
18377683,2016-01-06,Germany
94445407,2016-01-06,France
73697689,2016-01-09,France
91546399,2016-01-06,France
10422190,2016-01-07,France
1029734,2016-01-07,Germany
52914712,2016-01-08,Italy
92440486,2016-01-09,France
30341060,2016-01-09,Germany
42491174,2016-01-06,Germany
12205495,2016-01-07,France
47501983,2016-01-05,Germany
21891371,2016-01-09,France
31791587,2016-01-07,Germany
72129566,2016-01-09,Germany
46930291,2016-01-06,France
67242784,2016-01-07,France
81157693,2016-01-06,Germany
70220725,2016-01-05,France
64225408,2016-01-07,France
95973589,2016-01-09,Germany
60611022,2016-01-07,France
79783219,2016-01-09,Germany
89604127,2016-01-06,France
17998291,2016-01-05,Germany
99752777,2016-01-07,Germany
17835036,2016-01-08,France
62460808,2016-01-06,Germany
63811856,2016-01-09,Germany
44233749,2016-01-08,Germany
36967178,2016-01-08,Germany
69708286,2016-01-08,France
56749192,2016-01-06,France
12839223,2016-01-07,France
68476465,2016-01-06,Italy
5721333,2016-01-06,Germany
82833194,2016-01-06,France
65134907,2016-01-05,France
72724528,2016-01-05,France
20294563,2016-01-09,Germany
35085598,2016-01-08,Germany
60247441,2016-01-09,Germany
8442210,2016-01-07,France
94786110,2016-01-09,France
47290262,2016-01-06,France
799382,2016-01-08,France
81984657,2016-01-05,France
94344420,2016-01-06,Germany
74398281,2016-01-07,France
85545471,2016-01-07,Italy
7440223,2016-01-06,Germany
97704875,2016-01-08,Germany
83027876,2016-01-06,Germany
44590902,2016-01-05,Germany
98864391,2016-01-06,France
91933927,2016-01-06,Germany
17058250,2016-01-07,France
27199043,2016-01-06,Germany
34014641,2016-01-08,France
87608964,2016-01-07,Italy
50079477,2016-01-09,Italy
33449610,2016-01-07,Germany
68617285,2016-01-08,Germany
24687649,2016-01-07,France
97748470,2016-01-07,France
44842184,2016-01-09,Germany
91174092,2016-01-09,France
73941273,2016-01-09,Germany
87632011,2016-01-05,Germany
21964003,2016-01-08,Italy
18419240,2016-01-09,France
82750134,2016-01-08,Germany
46158574,2016-01-05,Germany
42724781,2016-01-09,Germany
43429015,2016-01-07,Germany
40163583,2016-01-05,Germany
80694755,2016-01-08,Germany
21855512,2016-01-09,Germany
96463742,2016-01-06,Germany
58403599,2016-01-06,France
64057644,2016-01-07,France
73989997,2016-01-08,France
18195926,2016-01-09,France
62715888,2016-01-06,Germany
86889335,2016-01-07,Germany
79161463,2016-01-08,France
26007314,2016-01-06,Germany
54732658,2016-01-05,France
10900032,2016-01-06,France
39468768,2016-01-06,France
20184154,2016-01-09,Germany
92669637,2016-01-07,Germany
31061976,2016-01-07,Germany
7037592,2016-01-05,Germany
4699832,2016-01-06,Germany
21936689,2016-01-07,Germany
56120935,2016-01-05,Germany
88981532,2016-01-07,France
21248134,2016-01-09,Germany
23109158,2016-01-05,France
86325814,2016-01-07,Germany
60487240,2016-01-08,Italy
81139397,2016-01-07,France
41110032,2016-01-08,France
10734440,2016-01-07,Germany
9187023,2016-01-05,France
53825587,2016-01-08,Germany
52565470,2016-01-08,France
36977874,2016-01-09,Germany
19771390,2016-01-05,France
73949954,2016-01-08,Germany
72097628,2016-01-06,France
51627697,2016-01-08,Italy
31475008,2016-01-08,France
48031460,2016-01-09,Germany
25084786,2016-01-07,Germany
84194583,2016-01-08,France
51288807,2016-01-09,France
269284,2016-01-06,France
88600798,2016-01-08,Germany
40629526,2016-01-09,Italy
37613407,2016-01-07,Germany
97509265,2016-01-07,Germany
99097420,2016-01-06,Germany
40933230,2016-01-09,Germany
81209041,2016-01-08,Italy
31044026,2016-01-07,Germany
23244736,2016-01-08,Germany
77664627,2016-01-06,Italy
60004602,2016-01-08,France
64382816,2016-01-07,France
61595622,2016-01-08,France
89288149,2016-01-09,Germany
68520874,2016-01-09,Germany
46800049,2016-01-05,Germany
86731299,2016-01-09,France
38256734,2016-01-07,France
92426872,2016-01-09,Germany
9594988,2016-01-08,Germany
80262978,2016-01-06,Germany
45228604,2016-01-08,France
66942135,2016-01-09,Germany
47199347,2016-01-07,France
87849633,2016-01-09,France
82296661,2016-01-08,Italy
43246227,2016-01-07,Germany
2820536,2016-01-07,Germany
11600331,2016-01-06,Germany
9522531,2016-01-09,Germany
83306201,2016-01-07,France
88012333,2016-01-05,Germany
22833964,2016-01-08,Germany
78302835,2016-01-07,Germany
45420590,2016-01-07,Germany
34056770,2016-01-05,Germany
65761755,2016-01-07,Germany
34377557,2016-01-07,France
62099634,2016-01-08,France
93177069,2016-01-06,Germany
69047837,2016-01-06,Germany
50584925,2016-01-09,France
1006520,2016-01-09,Italy
4524932,2016-01-09,France
55599400,2016-01-06,Germany
70702139,2016-01-05,Germany
31260039,2016-01-08,Germany
19764637,2016-01-05,Germany
62182530,2016-01-07,France
85587512,2016-01-07,Germany
11266139,2016-01-05,Italy
48917518,2016-01-07,France
30506594,2016-01-08,Germany
31072907,2016-01-07,France
66076048,2016-01-08,Germany
29733994,2016-01-09,Italy
64370827,2016-01-07,Germany
60499804,2016-01-09,Germany
19308872,2016-01-08,Germany
12823614,2016-01-06,France
66318227,2016-01-08,France
81531682,2016-01-05,France
6819771,2016-01-08,Italy
60760481,2016-01-06,France
324527,2016-01-05,Germany
71271811,2016-01-09,France
12656425,2016-01-06,Germany
38337580,2016-01-07,Germany
47795022,2016-01-06,France
14121228,2016-01-05,Italy
99620694,2016-01-08,Germany
21431155,2016-01-08,France
58407156,2016-01-08,Germany
69814604,2016-01-07,Germany
97087665,2016-01-05,Germany
85322786,2016-01-08,Germany
47118427,2016-01-06,Germany
32750927,2016-01-08,France
34114572,2016-01-06,Germany
76638,2016-01-09,France
47331645,2016-01-07,France
88484868,2016-01-07,Italy
44356566,2016-01-05,Germany
11547852,2016-01-07,France
41710035,2016-01-09,Italy
28561672,2016-01-07,Germany
62201178,2016-01-07,Germany
25458494,2016-01-08,Germany
12045164,2016-01-09,Germany
69954156,2016-01-07,Germany
85675006,2016-01-06,Germany
48335819,2016-01-05,France
56082372,2016-01-09,Germany
17368693,2016-01-05,Germany
45839395,2016-01-07,France
84078298,2016-01-08,Germany
92419543,2016-01-09,France
27980701,2016-01-07,Germany
34124944,2016-01-07,France
66024700,2016-01-06,Germany
24531640,2016-01-05,Germany
56585607,2016-01-08,Germany
77923336,2016-01-05,Germany
83171141,2016-01-09,France
23491189,2016-01-08,Germany
84410028,2016-01-09,Italy
2072189,2016-01-07,France
22087432,2016-01-07,Germany
67392330,2016-01-07,France
84651026,2016-01-07,France
28955181,2016-01-09,France
53423765,2016-01-08,France
65745097,2016-01-09,Germany
36962080,2016-01-09,France
1842054,2016-01-05,France
9619229,2016-01-07,France
54056881,2016-01-09,Germany
35452639,2016-01-05,France
71077745,2016-01-08,Germany
13958813,2016-01-07,Italy
96223339,2016-01-06,France
11137866,2016-01-09,Germany
1905040,2016-01-05,Germany
20234303,2016-01-07,France
49777354,2016-01-07,France
10257639,2016-01-07,Germany
41515678,2016-01-07,France
76880926,2016-01-07,Germany
47631236,2016-01-07,Germany
8606560,2016-01-08,Germany
28836797,2016-01-09,Italy
23025628,2016-01-05,France
70778639,2016-01-08,Germany
41130638,2016-01-06,France
42508994,2016-01-08,Germany
64113575,2016-01-09,France
28155101,2016-01-05,France
35939808,2016-01-06,France
47516652,2016-01-09,Germany
33636578,2016-01-06,France
28460412,2016-01-07,Germany
6686266,2016-01-08,Germany
14965846,2016-01-07,Italy
19362049,2016-01-08,Italy
65729353,2016-01-07,Germany
10859606,2016-01-06,France
45995305,2016-01-06,France
90004606,2016-01-07,Germany
27603301,2016-01-09,France
89474722,2016-01-09,Germany
3352675,2016-01-05,Germany
37458783,2016-01-05,Italy
30590265,2016-01-08,France
13716160,2016-01-09,Germany
6566930,2016-01-09,Italy
78525746,2016-01-05,Germany
16226319,2016-01-09,Italy
49777651,2016-01-07,France
16888879,2016-01-06,Germany
35965924,2016-01-06,Germany
73751209,2016-01-08,Germany
74235031,2016-01-05,Germany
27128399,2016-01-08,Germany
96100368,2016-01-07,Germany
86109568,2016-01-06,Germany
59990362,2016-01-07,France
46601338,2016-01-06,France
6859216,2016-01-10,Italy
29566101,2016-01-08,Germany
4849240,2016-01-06,Germany
866710,2016-01-07,Germany
99674210,2016-01-06,France
10988336,2016-01-06,France
37940674,2016-01-10,France
44836221,2016-01-09,Germany
64534699,2016-01-10,Germany
7616093,2016-01-09,France
74086448,2016-01-09,France
60187976,2016-01-10,Germany
75111658,2016-01-08,Germany
76506503,2016-01-09,France
53481498,2016-01-10,France
63000380,2016-01-10,Germany
18632557,2016-01-10,Germany
38752013,2016-01-08,Germany
90089742,2016-01-10,Germany
57784977,2016-01-08,Germany
11422909,2016-01-07,Germany
69628552,2016-01-09,Germany
83597808,2016-01-10,Germany
63277311,2016-01-07,Germany
28568337,2016-01-07,Germany
5081731,2016-01-08,Germany
54508862,2016-01-07,Germany
2824317,2016-01-09,France
1804005,2016-01-08,Germany
58389919,2016-01-09,Germany
75966068,2016-01-07,Germany
79007540,2016-01-06,Germany
58748831,2016-01-10,France
62889890,2016-01-10,France
52402736,2016-01-07,Germany
32596338,2016-01-07,France
49639350,2016-01-06,France
47980895,2016-01-10,Germany
14003484,2016-01-06,Germany
27929249,2016-01-06,France
27372263,2016-01-08,France
95265724,2016-01-09,Germany
64533681,2016-01-09,France
89338810,2016-01-06,Germany
20228254,2016-01-08,Germany
40939907,2016-01-09,Germany
76785065,2016-01-06,France
70598624,2016-01-09,Italy
54732862,2016-01-07,Germany
13245961,2016-01-09,Italy
93459585,2016-01-06,Germany
63262406,2016-01-07,Italy
80280570,2016-01-08,Germany
91393714,2016-01-09,Germany
17978951,2016-01-09,France
30667693,2016-01-10,France
6770370,2016-01-06,Germany
6942455,2016-01-06,Germany
36407500,2016-01-10,France
26827805,2016-01-07,Italy
2796751,2016-01-10,Germany
65716578,2016-01-08,France
90639132,2016-01-06,Germany
14458294,2016-01-10,Italy
89943688,2016-01-10,France
581942,2016-01-09,Italy
1716755,2016-01-09,France
56898594,2016-01-10,France
47113950,2016-01-08,Germany
11640165,2016-01-06,Germany
69959641,2016-01-08,France
62211326,2016-01-07,Germany
83721161,2016-01-09,Germany
24029991,2016-01-08,France
73965351,2016-01-07,France
85804741,2016-01-09,Germany
95475217,2016-01-10,France
28658529,2016-01-08,Germany
85380865,2016-01-07,Italy
44417485,2016-01-09,Italy
51656811,2016-01-09,Italy
3113679,2016-01-07,Germany
75556813,2016-01-09,France
67474371,2016-01-08,Germany
6225991,2016-01-07,France
29291600,2016-01-09,Germany
64282276,2016-01-08,Germany
80545865,2016-01-06,Germany
24826835,2016-01-09,France
74040699,2016-01-08,Germany
88442761,2016-01-08,France
20018268,2016-01-09,France
91979727,2016-01-07,Germany
82228742,2016-01-10,Germany
19898895,2016-01-06,France
94130360,2016-01-06,France
52915037,2016-01-06,Germany
57447674,2016-01-07,Germany
16696592,2016-01-08,Germany
67071576,2016-01-10,Germany
6494038,2016-01-07,France
45935240,2016-01-09,France
69279377,2016-01-07,Germany
60069159,2016-01-07,France
27409803,2016-01-08,France
16991806,2016-01-10,Germany
93012148,2016-01-08,Italy
30060265,2016-01-06,Germany
52370510,2016-01-07,Germany
23208721,2016-01-06,France
6440466,2016-01-09,France
99770297,2016-01-06,France
3189202,2016-01-08,France
31307647,2016-01-07,France
38898874,2016-01-08,Italy
54059991,2016-01-09,France
59323191,2016-01-06,Germany
13272787,2016-01-08,Germany
33137792,2016-01-10,Germany
90626433,2016-01-10,Germany
10497757,2016-01-08,Germany
86750015,2016-01-07,France
41056016,2016-01-08,Germany
58902687,2016-01-10,Germany
59500775,2016-01-07,Germany
1454871,2016-01-07,Germany
50403232,2016-01-10,Germany
45262518,2016-01-06,Germany
86875372,2016-01-09,Germany
89243602,2016-01-09,France
79872708,2016-01-06,Germany
97608535,2016-01-06,France
6577226,2016-01-09,Germany
898910,2016-01-07,Italy
75126601,2016-01-08,Italy
47239571,2016-01-06,France
2748196,2016-01-10,Germany
20840171,2016-01-10,France
79272367,2016-01-10,Germany
27076405,2016-01-10,Germany
75011289,2016-01-06,France
45309181,2016-01-10,France
11443653,2016-01-06,Germany
80015821,2016-01-08,Italy
65470509,2016-01-09,Germany
79379673,2016-01-06,France
77000775,2016-01-09,France
88075626,2016-01-07,Germany
31153510,2016-01-08,France
90059992,2016-01-09,Germany
99255510,2016-01-10,Germany
89367986,2016-01-10,France
5462514,2016-01-09,Germany
69371899,2016-01-07,Italy
44985091,2016-01-08,France
57451274,2016-01-09,France
71292388,2016-01-10,France
83722920,2016-01-09,Germany
77177157,2016-01-06,France
90972124,2016-01-07,France
18681259,2016-01-08,Germany
42599783,2016-01-06,Germany
76047623,2016-01-07,France
93229178,2016-01-08,Germany
541807,2016-01-10,Germany
25388943,2016-01-08,France
82761477,2016-01-06,Germany
66630973,2016-01-07,France
96998198,2016-01-06,Germany
45735787,2016-01-06,France
50121267,2016-01-07,Germany
83623564,2016-01-10,Italy
71152674,2016-01-10,Italy
32086315,2016-01-09,France
40788538,2016-01-08,Germany
7321170,2016-01-10,France
70580282,2016-01-06,Germany
9757378,2016-01-09,Germany
98684217,2016-01-08,Italy
30077188,2016-01-09,France
78714550,2016-01-06,France
88469164,2016-01-07,Germany
7485916,2016-01-07,Germany
54774487,2016-01-08,Germany
23432686,2016-01-07,France
43628699,2016-01-06,France
72147407,2016-01-10,France
56615736,2016-01-10,France
54281288,2016-01-09,France
68141026,2016-01-07,Germany
35664003,2016-01-09,France
59769433,2016-01-06,Italy
44904393,2016-01-09,Germany
17033326,2016-01-07,France
68198041,2016-01-07,Germany
69536587,2016-01-08,Germany
75614360,2016-01-07,France
83777522,2016-01-08,France
9714345,2016-01-10,Germany
55563864,2016-01-09,Germany
51452105,2016-01-10,Germany
32849636,2016-01-06,Germany
30567434,2016-01-09,Germany
30064934,2016-01-10,Italy
44452424,2016-01-09,Germany
60377450,2016-01-06,Germany
97108553,2016-01-08,France
70036261,2016-01-07,Germany
7613507,2016-01-10,France
54667582,2016-01-08,Germany
25229433,2016-01-06,France
6113974,2016-01-10,France
96795946,2016-01-09,France
24044626,2016-01-09,Germany
26258664,2016-01-09,France
99754159,2016-01-09,France
1902967,2016-01-08,Germany
25531014,2016-01-06,France
28695788,2016-01-08,Germany
69274021,2016-01-07,France
89947111,2016-01-08,Italy
12273534,2016-01-10,Germany
46178293,2016-01-09,Germany
9558783,2016-01-06,France
14720931,2016-01-07,France
69684942,2016-01-07,France
62284211,2016-01-09,France
24294679,2016-01-09,Germany
55020075,2016-01-09,Germany
39575688,2016-01-08,France
73443189,2016-01-09,Germany
60826559,2016-01-09,Italy
48582268,2016-01-06,Germany
89006351,2016-01-10,Germany
37299039,2016-01-08,Germany
59697493,2016-01-09,Germany
10561233,2016-01-08,Germany
36426059,2016-01-10,Germany
98284844,2016-01-07,France
76866,2016-01-07,France
48369299,2016-01-10,France
3665462,2016-01-08,France
6181743,2016-01-07,Germany
22798788,2016-01-07,Germany
98499104,2016-01-08,France
83108814,2016-01-09,Germany
65717479,2016-01-08,France
79659553,2016-01-08,Germany
60229914,2016-01-09,France
10384630,2016-01-10,France
55512606,2016-01-08,Germany
42493710,2016-01-09,Germany
54960499,2016-01-07,Italy
93790928,2016-01-08,France
99799661,2016-01-07,Germany
84092463,2016-01-07,France
11292133,2016-01-09,France
82604260,2016-01-06,France
91153522,2016-01-08,Germany
27352762,2016-01-06,Italy
38812456,2016-01-09,Germany
75458497,2016-01-10,Germany
58037089,2016-01-08,Germany
18505763,2016-01-07,Italy
38749775,2016-01-07,France
48441676,2016-01-06,France
30068452,2016-01-09,France
92031409,2016-01-06,Germany
83147122,2016-01-07,Italy
24515795,2016-01-06,France
31835409,2016-01-08,France
33298654,2016-01-10,France
55502525,2016-01-10,France
59166317,2016-01-09,Germany
76033278,2016-01-09,Germany
82049717,2016-01-09,France
53489764,2016-01-07,France
57788725,2016-01-08,Germany
35314459,2016-01-10,Germany
25922925,2016-01-08,Germany
10556188,2016-01-06,France
3444512,2016-01-08,Germany
3331769,2016-01-09,Germany
49132385,2016-01-06,Germany
79989405,2016-01-07,France
22359940,2016-01-07,Germany
63680227,2016-01-06,France
46505061,2016-01-10,Germany
80448983,2016-01-10,France
35046498,2016-01-09,France
17550761,2016-01-06,Germany
76326123,2016-01-09,Germany
42782226,2016-01-07,France
85376671,2016-01-10,Germany
71239124,2016-01-10,Italy
83103311,2016-01-08,France
58747972,2016-01-10,Germany
65323421,2016-01-06,Germany
1695281,2016-01-07,Germany
57725207,2016-01-09,Italy
69229573,2016-01-08,France
28299515,2016-01-10,France
67592871,2016-01-09,Italy
69633825,2016-01-06,France
10422876,2016-01-10,France
63130697,2016-01-07,Italy
5339067,2016-01-10,France
63400797,2016-01-09,Germany
23856737,2016-01-09,Germany
99305237,2016-01-06,Germany
98266717,2016-01-09,France
76575212,2016-01-10,France
80315799,2016-01-07,France
74457190,2016-01-07,Germany
33281250,2016-01-10,Germany
59210317,2016-01-06,France
14508833,2016-01-10,Germany
97730546,2016-01-09,France
96508086,2016-01-06,France
50273486,2016-01-10,France
18163386,2016-01-09,Germany
52263086,2016-01-06,Germany
84818353,2016-01-08,Germany
82696641,2016-01-07,Germany
63259814,2016-01-08,Germany
96067577,2016-01-09,Germany
17257350,2016-01-10,Germany
73578086,2016-01-10,France
69389395,2016-01-08,France
38452467,2016-01-09,France
58546328,2016-01-08,Germany
86724765,2016-01-06,France
18900665,2016-01-09,France
79105344,2016-01-11,France
86001997,2016-01-10,Germany
13852722,2016-01-09,Germany
59126122,2016-01-09,Germany
88580880,2016-01-09,Germany
7360365,2016-01-08,Italy
39237148,2016-01-10,Germany
8510985,2016-01-09,France
37524677,2016-01-07,Germany
90112388,2016-01-11,France
26650399,2016-01-11,Germany
67434576,2016-01-07,France
41857969,2016-01-10,Germany
58921485,2016-01-10,France
89383788,2016-01-09,Germany
8419138,2016-01-08,Germany
70062915,2016-01-07,Germany
53169939,2016-01-09,Germany
17569783,2016-01-09,Germany
87688075,2016-01-08,France
686555,2016-01-09,France
62583058,2016-01-11,Germany
19308645,2016-01-11,France
1380941,2016-01-08,Germany
50477664,2016-01-08,Germany
67753704,2016-01-09,France
27177783,2016-01-07,Germany
47549757,2016-01-07,France
57310017,2016-01-11,Germany
63801443,2016-01-10,France
31883957,2016-01-10,Germany
3493784,2016-01-09,Italy
45080250,2016-01-09,Germany
14801353,2016-01-08,Germany
84473317,2016-01-07,Germany
27428178,2016-01-08,Germany
46602441,2016-01-11,Germany
70574615,2016-01-08,Germany
65090082,2016-01-10,Germany
40788222,2016-01-09,Germany
15758878,2016-01-08,Germany
55002839,2016-01-10,France
52453576,2016-01-11,Germany
49318190,2016-01-07,Germany
96703443,2016-01-10,Germany
56111189,2016-01-09,Italy
72974792,2016-01-10,Germany
94746718,2016-01-10,France
9740972,2016-01-08,Germany
1746189,2016-01-07,France
8668316,2016-01-07,Germany
68029469,2016-01-10,France
28556599,2016-01-11,Germany
38897491,2016-01-07,France
43525740,2016-01-08,Germany
47395551,2016-01-08,France
41248970,2016-01-10,France
70479415,2016-01-08,Germany
68782450,2016-01-11,Germany
97108981,2016-01-07,France
61592277,2016-01-08,Germany
44896873,2016-01-11,France
17451152,2016-01-07,France
41340059,2016-01-10,Germany
59920424,2016-01-09,Germany
60797573,2016-01-10,France
70261438,2016-01-09,France
14668409,2016-01-10,Germany
49178382,2016-01-10,Germany
93613007,2016-01-07,Germany
26124552,2016-01-11,Germany
65716376,2016-01-11,Germany
65413272,2016-01-11,France
39410,2016-01-07,Germany
72408039,2016-01-11,Germany
73373981,2016-01-11,Germany
41511350,2016-01-10,Germany
95084770,2016-01-11,Germany
89022071,2016-01-11,Italy
71611449,2016-01-08,Germany
50389926,2016-01-09,France
63636699,2016-01-09,Italy
139952,2016-01-10,Germany
578517,2016-01-07,Germany
85737482,2016-01-08,Germany
72045588,2016-01-09,Italy
98871078,2016-01-11,Italy
34039497,2016-01-11,France
17393624,2016-01-10,Germany
31517513,2016-01-08,France
66183153,2016-01-09,France
16544501,2016-01-11,Germany
1022848,2016-01-07,France
63885856,2016-01-08,France
71297823,2016-01-11,France
555369,2016-01-07,France
35921767,2016-01-07,France
13783584,2016-01-11,France
19489631,2016-01-07,Germany
25015247,2016-01-07,Germany
64817623,2016-01-11,Germany
31042101,2016-01-09,Germany
15287687,2016-01-11,Germany
91574807,2016-01-07,Germany
65295936,2016-01-10,France
55893368,2016-01-11,Germany
92005379,2016-01-08,France
70176803,2016-01-07,France
31485479,2016-01-10,Germany
69940191,2016-01-10,France
5178675,2016-01-09,Germany
64797982,2016-01-11,Germany
40228782,2016-01-09,Germany
3785739,2016-01-10,Germany
18971200,2016-01-07,France
80228076,2016-01-10,Germany
10874129,2016-01-09,France
65478111,2016-01-07,Germany
11589009,2016-01-10,France
80346184,2016-01-07,Italy
4167712,2016-01-11,Germany
43349356,2016-01-10,France
1809854,2016-01-10,Germany
4921423,2016-01-07,France
16293215,2016-01-08,Germany
54792126,2016-01-09,France
72334089,2016-01-10,Germany
3962341,2016-01-10,Germany
4782514,2016-01-10,France
57404798,2016-01-11,France
34244630,2016-01-11,Italy
6117269,2016-01-11,Germany
13195450,2016-01-07,Germany
80090194,2016-01-09,Germany
18271914,2016-01-08,France
69521949,2016-01-10,France
14702410,2016-01-08,Germany
5570415,2016-01-09,Germany
28178909,2016-01-11,Germany
63830698,2016-01-10,France
26463420,2016-01-11,Italy
91210850,2016-01-09,France
15162253,2016-01-09,Germany
86290826,2016-01-08,Germany
22019715,2016-01-10,Italy
11097990,2016-01-10,France
60032975,2016-01-10,Germany
95771043,2016-01-08,France
75841266,2016-01-08,Italy
34951750,2016-01-11,Germany
27189592,2016-01-07,Italy
43066502,2016-01-09,Germany
58211181,2016-01-07,Germany
39182772,2016-01-08,Germany
33615153,2016-01-07,France
18111256,2016-01-09,Germany
2378745,2016-01-10,Germany
24384210,2016-01-10,France
44940051,2016-01-07,France
28956130,2016-01-11,Germany
24812237,2016-01-11,Germany
99984064,2016-01-10,Germany
3027862,2016-01-11,Germany
65496132,2016-01-10,France
96537590,2016-01-11,France
28827363,2016-01-08,France
88910828,2016-01-08,France
73531291,2016-01-09,Germany
50562165,2016-01-07,Germany
77894537,2016-01-09,France
26021011,2016-01-11,France
81497689,2016-01-09,France
50752320,2016-01-11,Germany
68895407,2016-01-10,Italy
73304222,2016-01-07,Germany
26442894,2016-01-08,France
22225931,2016-01-11,Germany
42456407,2016-01-11,France
96085127,2016-01-11,Germany
77285830,2016-01-09,Germany
46409917,2016-01-10,Germany
11665484,2016-01-10,Germany
88687222,2016-01-07,France
70665389,2016-01-09,Germany
96693296,2016-01-07,France
24888139,2016-01-11,France
18991604,2016-01-10,Germany
38203835,2016-01-10,France
8843045,2016-01-08,Germany
6773512,2016-01-07,Italy
19562647,2016-01-08,Germany
36756031,2016-01-11,Italy
72308191,2016-01-09,France
4101819,2016-01-08,Germany
65552809,2016-01-11,Germany
45994565,2016-01-11,Germany
16525066,2016-01-09,France
79321550,2016-01-07,France
25171469,2016-01-10,Italy
9469600,2016-01-07,France
37328087,2016-01-07,France
258696,2016-01-11,Germany
69922187,2016-01-09,France
8290285,2016-01-09,France
5434049,2016-01-10,Germany
68481852,2016-01-11,Germany
42511552,2016-01-07,Germany
37808040,2016-01-11,France
11346113,2016-01-10,France
1161359,2016-01-08,France
14377390,2016-01-07,Germany
927373,2016-01-09,Germany
85534273,2016-01-10,Germany
1428857,2016-01-08,France
14243307,2016-01-09,Germany
53726408,2016-01-08,Germany
95359851,2016-01-11,Germany
78433275,2016-01-10,Germany
82011861,2016-01-09,Germany
94643653,2016-01-08,Germany
78717531,2016-01-11,Germany
24856573,2016-01-08,Germany
65444982,2016-01-08,Germany
99266901,2016-01-11,Germany
49842933,2016-01-11,France
60885975,2016-01-09,Germany
24938821,2016-01-09,Germany
29413285,2016-01-10,France
3654606,2016-01-09,France
58882485,2016-01-08,Germany
67893391,2016-01-11,Italy
45880440,2016-01-11,Germany
33865161,2016-01-11,Germany
62871081,2016-01-11,France
97977772,2016-01-11,France
18927201,2016-01-10,Germany
77384477,2016-01-09,Germany
4432181,2016-01-10,Germany
83060601,2016-01-10,France
71046997,2016-01-10,France
44457778,2016-01-07,Italy
24517281,2016-01-09,France
77298428,2016-01-10,France
18871529,2016-01-11,Germany
84765957,2016-01-10,Germany
82488263,2016-01-08,Germany
84458211,2016-01-11,Germany
49506371,2016-01-11,France
28558244,2016-01-11,Italy
11989694,2016-01-08,Germany
6395597,2016-01-09,Germany
94999379,2016-01-10,France
57596067,2016-01-07,Germany
63920588,2016-01-07,Germany
73318869,2016-01-08,France
20527964,2016-01-11,Germany
52019155,2016-01-07,Germany
31186321,2016-01-10,Germany
25284692,2016-01-09,Germany
87728138,2016-01-09,France
60348079,2016-01-07,France
51457538,2016-01-08,France
48599501,2016-01-07,Germany
10009723,2016-01-08,Germany
41683653,2016-01-10,France
61555902,2016-01-09,Germany
727965,2016-01-11,France
11745233,2016-01-11,Germany
82983407,2016-01-11,Germany
40647882,2016-01-11,Italy
89751953,2016-01-10,Germany
68829233,2016-01-07,Germany
15785792,2016-01-09,Germany
78465886,2016-01-07,Germany
92104060,2016-01-08,France
99781123,2016-01-10,Italy
19463427,2016-01-10,France
61020821,2016-01-08,France
16888178,2016-01-09,France
